SYMBOL,description,go_id
GRIA2,glutamate ionotropic receptor AMPA type subunit 2 [Source:NCBI gene;Acc:414894],GO:0060078
GRIA2,glutamate ionotropic receptor AMPA type subunit 2 [Source:NCBI gene;Acc:414894],GO:0043197
GRIA2,glutamate ionotropic receptor AMPA type subunit 2 [Source:NCBI gene;Acc:414894],GO:0035249
GRIA2,glutamate ionotropic receptor AMPA type subunit 2 [Source:NCBI gene;Acc:414894],GO:0004971
GRIA2,glutamate ionotropic receptor AMPA type subunit 2 [Source:NCBI gene;Acc:414894],GO:0032281
GRIA2,glutamate ionotropic receptor AMPA type subunit 2 [Source:NCBI gene;Acc:414894],GO:0034220
GRIA2,glutamate ionotropic receptor AMPA type subunit 2 [Source:NCBI gene;Acc:414894],GO:0035235
GRIA2,glutamate ionotropic receptor AMPA type subunit 2 [Source:NCBI gene;Acc:414894],GO:0045211
GRIA2,glutamate ionotropic receptor AMPA type subunit 2 [Source:NCBI gene;Acc:414894],GO:0098839
GRIA2,glutamate ionotropic receptor AMPA type subunit 2 [Source:NCBI gene;Acc:414894],GO:0050804
GRIA2,glutamate ionotropic receptor AMPA type subunit 2 [Source:NCBI gene;Acc:414894],GO:0030054
GRIA2,glutamate ionotropic receptor AMPA type subunit 2 [Source:NCBI gene;Acc:414894],GO:0016021
GRIA2,glutamate ionotropic receptor AMPA type subunit 2 [Source:NCBI gene;Acc:414894],GO:0015276
GRIA2,glutamate ionotropic receptor AMPA type subunit 2 [Source:NCBI gene;Acc:414894],GO:0005216
GRIA2,glutamate ionotropic receptor AMPA type subunit 2 [Source:NCBI gene;Acc:414894],GO:0038023
GRIA2,glutamate ionotropic receptor AMPA type subunit 2 [Source:NCBI gene;Acc:414894],GO:0006811
GRIA2,glutamate ionotropic receptor AMPA type subunit 2 [Source:NCBI gene;Acc:414894],GO:0016020
GRIA2,glutamate ionotropic receptor AMPA type subunit 2 [Source:NCBI gene;Acc:414894],GO:0004970
GRIA2,glutamate ionotropic receptor AMPA type subunit 2 [Source:NCBI gene;Acc:414894],GO:0005886
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0006448
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0098685
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0001932
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0035584
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0099553
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0043005
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0050890
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0008066
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0007611
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0048169
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0099553
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:1904646
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0099530
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0005737
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0090647
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:1902938
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0042802
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0007612
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0007186
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0048169
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0042802
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0007626
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:1904646
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0004930
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0098839
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0051966
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0099170
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0099583
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0098685
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0007216
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0016021
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0099566
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0035584
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0007612
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0061098
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0043005
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0050808
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0007186
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0099566
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0005737
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0035584
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0051966
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0090647
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:1902938
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0099170
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0007626
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0007611
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0007611
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0005886
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0005737
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0060078
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0099583
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0099553
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0005887
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0060078
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0050808
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0060078
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0099530
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0016020
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0007626
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0098685
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0099530
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0098839
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0007165
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0048169
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0042802
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0001932
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0008066
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0004930
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0007216
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0006448
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0006448
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0007216
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0005886
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0005887
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0008066
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:1902938
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0098839
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:1904646
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0099170
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0001932
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0016020
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0050890
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0061098
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0090647
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0061098
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0099583
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0043005
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0051966
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0007165
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0007612
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0005886
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0016021
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0004930
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0050890
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0007165
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0007186
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0005887
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0016021
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0050808
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0099566
GRM5,"glutamate receptor, metabotropic 5 [Source:NCBI gene;Acc:373933]",GO:0016020
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0045335
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0005886
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0051016
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0030864
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0097017
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0005615
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0030027
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0005576
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:1902174
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0071346
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0030478
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0016020
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0005925
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0051014
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0045159
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:2001269
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0090527
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:1903903
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0005737
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0005634
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0005829
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0016528
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0051693
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0006911
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:1903906
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0071801
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0005623
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0016192
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0045010
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0010628
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:1903923
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0014891
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0016021
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0002102
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0051015
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0046597
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0003779
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:1903909
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0097284
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:1990000
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0042989
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0031648
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0030041
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0005509
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0060271
GSN,gelsolin [Source:NCBI gene;Acc:395774],GO:0051127
GSR,glutathione-disulfide reductase [Source:NCBI gene;Acc:771783],GO:0050660
GSR,glutathione-disulfide reductase [Source:NCBI gene;Acc:771783],GO:0005829
GSR,glutathione-disulfide reductase [Source:NCBI gene;Acc:771783],GO:0050661
GSR,glutathione-disulfide reductase [Source:NCBI gene;Acc:771783],GO:0004362
GSR,glutathione-disulfide reductase [Source:NCBI gene;Acc:771783],GO:0005737
GSR,glutathione-disulfide reductase [Source:NCBI gene;Acc:771783],GO:0005739
GSR,glutathione-disulfide reductase [Source:NCBI gene;Acc:771783],GO:0009055
GSR,glutathione-disulfide reductase [Source:NCBI gene;Acc:771783],GO:0016491
GSR,glutathione-disulfide reductase [Source:NCBI gene;Acc:771783],GO:0005623
GSR,glutathione-disulfide reductase [Source:NCBI gene;Acc:771783],GO:0016668
GSR,glutathione-disulfide reductase [Source:NCBI gene;Acc:771783],GO:0006749
GSR,glutathione-disulfide reductase [Source:NCBI gene;Acc:771783],GO:0045454
GSR,glutathione-disulfide reductase [Source:NCBI gene;Acc:771783],GO:0055114
GSR,glutathione-disulfide reductase [Source:NCBI gene;Acc:771783],GO:0009897
GSR,glutathione-disulfide reductase [Source:NCBI gene;Acc:771783],GO:0000166
GSR,glutathione-disulfide reductase [Source:NCBI gene;Acc:771783],GO:0022900
GSR,glutathione-disulfide reductase [Source:NCBI gene;Acc:771783],GO:0098869
GSR,glutathione-disulfide reductase [Source:NCBI gene;Acc:771783],GO:0034599
GSS,glutathione synthetase [Source:NCBI gene;Acc:428135],GO:0000287
GSS,glutathione synthetase [Source:NCBI gene;Acc:428135],GO:0000166
GSS,glutathione synthetase [Source:NCBI gene;Acc:428135],GO:0042802
GSS,glutathione synthetase [Source:NCBI gene;Acc:428135],GO:0016874
GSS,glutathione synthetase [Source:NCBI gene;Acc:428135],GO:0042803
GSS,glutathione synthetase [Source:NCBI gene;Acc:428135],GO:0005829
GSS,glutathione synthetase [Source:NCBI gene;Acc:428135],GO:0043295
GSS,glutathione synthetase [Source:NCBI gene;Acc:428135],GO:0046872
GSS,glutathione synthetase [Source:NCBI gene;Acc:428135],GO:0006750
GSS,glutathione synthetase [Source:NCBI gene;Acc:428135],GO:0004363
GSS,glutathione synthetase [Source:NCBI gene;Acc:428135],GO:0046686
GSS,glutathione synthetase [Source:NCBI gene;Acc:428135],GO:0005524
GSTK1,glutathione S-transferase kappa 1 [Source:NCBI gene;Acc:418302],GO:0098869
GSTK1,glutathione S-transferase kappa 1 [Source:NCBI gene;Acc:418302],GO:0005777
GSTK1,glutathione S-transferase kappa 1 [Source:NCBI gene;Acc:418302],GO:0004602
GSTK1,glutathione S-transferase kappa 1 [Source:NCBI gene;Acc:418302],GO:0016740
GSTK1,glutathione S-transferase kappa 1 [Source:NCBI gene;Acc:418302],GO:0030855
GSTK1,glutathione S-transferase kappa 1 [Source:NCBI gene;Acc:418302],GO:0006749
GSTK1,glutathione S-transferase kappa 1 [Source:NCBI gene;Acc:418302],GO:0055114
GSTK1,glutathione S-transferase kappa 1 [Source:NCBI gene;Acc:418302],GO:0004364
GSTK1,glutathione S-transferase kappa 1 [Source:NCBI gene;Acc:418302],GO:0015035
GSTK1,glutathione S-transferase kappa 1 [Source:NCBI gene;Acc:418302],GO:0005739
GSTM2,glutathione S-transferase mu 2 (muscle) [Source:NCBI gene;Acc:395976],GO:0016740
GSTM2,glutathione S-transferase mu 2 (muscle) [Source:NCBI gene;Acc:395976],GO:0042178
GSTM2,glutathione S-transferase mu 2 (muscle) [Source:NCBI gene;Acc:395976],GO:0005737
GSTM2,glutathione S-transferase mu 2 (muscle) [Source:NCBI gene;Acc:395976],GO:0006749
GSTM2,glutathione S-transferase mu 2 (muscle) [Source:NCBI gene;Acc:395976],GO:0019899
GSTM2,glutathione S-transferase mu 2 (muscle) [Source:NCBI gene;Acc:395976],GO:0018916
GSTM2,glutathione S-transferase mu 2 (muscle) [Source:NCBI gene;Acc:395976],GO:0042803
GSTM2,glutathione S-transferase mu 2 (muscle) [Source:NCBI gene;Acc:395976],GO:0005829
GSTM2,glutathione S-transferase mu 2 (muscle) [Source:NCBI gene;Acc:395976],GO:0004364
GSTM2,glutathione S-transferase mu 2 (muscle) [Source:NCBI gene;Acc:395976],GO:0043295
GSTM2,glutathione S-transferase mu 2 (muscle) [Source:NCBI gene;Acc:395976],GO:0005515
GSTM2,glutathione S-transferase mu 2 (muscle) [Source:NCBI gene;Acc:395976],GO:0045171
GSTO2,glutathione S-transferase omega 2 [Source:NCBI gene;Acc:423881],GO:0005654
GSTO2,glutathione S-transferase omega 2 [Source:NCBI gene;Acc:423881],GO:0060315
GSTO2,glutathione S-transferase omega 2 [Source:NCBI gene;Acc:423881],GO:0010880
GSTO2,glutathione S-transferase omega 2 [Source:NCBI gene;Acc:423881],GO:0071243
GSTO2,glutathione S-transferase omega 2 [Source:NCBI gene;Acc:423881],GO:0005515
GSTO2,glutathione S-transferase omega 2 [Source:NCBI gene;Acc:423881],GO:0016491
GSTO2,glutathione S-transferase omega 2 [Source:NCBI gene;Acc:423881],GO:0005737
GSTO2,glutathione S-transferase omega 2 [Source:NCBI gene;Acc:423881],GO:0004364
GSTO2,glutathione S-transferase omega 2 [Source:NCBI gene;Acc:423881],GO:0019852
GSTO2,glutathione S-transferase omega 2 [Source:NCBI gene;Acc:423881],GO:0005829
GSTO2,glutathione S-transferase omega 2 [Source:NCBI gene;Acc:423881],GO:0060316
GSTO2,glutathione S-transferase omega 2 [Source:NCBI gene;Acc:423881],GO:0042178
GSTO2,glutathione S-transferase omega 2 [Source:NCBI gene;Acc:423881],GO:0055114
GSTO2,glutathione S-transferase omega 2 [Source:NCBI gene;Acc:423881],GO:0045174
GSTO2,glutathione S-transferase omega 2 [Source:NCBI gene;Acc:423881],GO:0005623
GSTO2,glutathione S-transferase omega 2 [Source:NCBI gene;Acc:423881],GO:0098869
GSTT1,glutathione S-transferase theta 1 [Source:NCBI gene;Acc:396322],GO:0005515
GSTT1,glutathione S-transferase theta 1 [Source:NCBI gene;Acc:396322],GO:0016740
GSTT1,glutathione S-transferase theta 1 [Source:NCBI gene;Acc:396322],GO:0006749
GSTT1,glutathione S-transferase theta 1 [Source:NCBI gene;Acc:396322],GO:0005737
GSTT1,glutathione S-transferase theta 1 [Source:NCBI gene;Acc:396322],GO:0004364
GSTZ1,glutathione S-transferase zeta 1 [Source:NCBI gene;Acc:423374],GO:0009072
GSTZ1,glutathione S-transferase zeta 1 [Source:NCBI gene;Acc:423374],GO:0003824
GSTZ1,glutathione S-transferase zeta 1 [Source:NCBI gene;Acc:423374],GO:0005737
GSTZ1,glutathione S-transferase zeta 1 [Source:NCBI gene;Acc:423374],GO:0005515
GSTZ1,glutathione S-transferase zeta 1 [Source:NCBI gene;Acc:423374],GO:0005739
GSTZ1,glutathione S-transferase zeta 1 [Source:NCBI gene;Acc:423374],GO:0004364
GSTZ1,glutathione S-transferase zeta 1 [Source:NCBI gene;Acc:423374],GO:0006749
GSTZ1,glutathione S-transferase zeta 1 [Source:NCBI gene;Acc:423374],GO:0016034
H2AFX,"H2A histone family, member X [Source:NCBI gene;Acc:100857391]",GO:0000786
H2AFX,"H2A histone family, member X [Source:NCBI gene;Acc:100857391]",GO:0046982
H2AFX,"H2A histone family, member X [Source:NCBI gene;Acc:100857391]",GO:0006325
H2AFX,"H2A histone family, member X [Source:NCBI gene;Acc:100857391]",GO:0005634
H2AFX,"H2A histone family, member X [Source:NCBI gene;Acc:100857391]",GO:0006342
H2AFX,"H2A histone family, member X [Source:NCBI gene;Acc:100857391]",GO:0000790
H2AFX,"H2A histone family, member X [Source:NCBI gene;Acc:100857391]",GO:0005694
H2AFX,"H2A histone family, member X [Source:NCBI gene;Acc:100857391]",GO:0003677
H2AFZ,"H2A histone family, member Z [Source:NCBI gene;Acc:426361]",GO:0000786
H2AFZ,"H2A histone family, member Z [Source:NCBI gene;Acc:426361]",GO:0006325
H2AFZ,"H2A histone family, member Z [Source:NCBI gene;Acc:426361]",GO:0045944
H2AFZ,"H2A histone family, member Z [Source:NCBI gene;Acc:426361]",GO:0006342
H2AFZ,"H2A histone family, member Z [Source:NCBI gene;Acc:426361]",GO:0005694
H2AFZ,"H2A histone family, member Z [Source:NCBI gene;Acc:426361]",GO:0000790
H2AFZ,"H2A histone family, member Z [Source:NCBI gene;Acc:426361]",GO:0046982
H2AFZ,"H2A histone family, member Z [Source:NCBI gene;Acc:426361]",GO:0000979
H2AFZ,"H2A histone family, member Z [Source:NCBI gene;Acc:426361]",GO:0005720
H2AFZ,"H2A histone family, member Z [Source:NCBI gene;Acc:426361]",GO:0031490
H2AFZ,"H2A histone family, member Z [Source:NCBI gene;Acc:426361]",GO:0005719
H2AFZ,"H2A histone family, member Z [Source:NCBI gene;Acc:426361]",GO:0071392
H2AFZ,"H2A histone family, member Z [Source:NCBI gene;Acc:426361]",GO:0005634
H2AFZ,"H2A histone family, member Z [Source:NCBI gene;Acc:426361]",GO:0003677
H2AFZ,"H2A histone family, member Z [Source:NCBI gene;Acc:426361]",GO:0031492
H2AFZ,"H2A histone family, member Z [Source:NCBI gene;Acc:426361]",GO:0000978
HBA1,hemoglobin subunit alpha 1 [Source:NCBI gene;Acc:416652],GO:0004601
HBA1,hemoglobin subunit alpha 1 [Source:NCBI gene;Acc:416652],GO:0046872
HBA1,hemoglobin subunit alpha 1 [Source:NCBI gene;Acc:416652],GO:0005344
HBA1,hemoglobin subunit alpha 1 [Source:NCBI gene;Acc:416652],GO:0005506
HBA1,hemoglobin subunit alpha 1 [Source:NCBI gene;Acc:416652],GO:0020037
HBA1,hemoglobin subunit alpha 1 [Source:NCBI gene;Acc:416652],GO:0043177
HBA1,hemoglobin subunit alpha 1 [Source:NCBI gene;Acc:416652],GO:0098869
HBA1,hemoglobin subunit alpha 1 [Source:NCBI gene;Acc:416652],GO:0019825
HBA1,hemoglobin subunit alpha 1 [Source:NCBI gene;Acc:416652],GO:0005833
HBA1,hemoglobin subunit alpha 1 [Source:NCBI gene;Acc:416652],GO:0031720
HBA1,hemoglobin subunit alpha 1 [Source:NCBI gene;Acc:416652],GO:0005615
HBA1,hemoglobin subunit alpha 1 [Source:NCBI gene;Acc:416652],GO:0015671
HBA1,hemoglobin subunit alpha 1 [Source:NCBI gene;Acc:416652],GO:0031838
HBA1,hemoglobin subunit alpha 1 [Source:NCBI gene;Acc:416652],GO:0042744
HBE1,hemoglobin subunit epsilon 1 [Source:NCBI gene;Acc:428114],GO:0005344
HBE1,hemoglobin subunit epsilon 1 [Source:NCBI gene;Acc:428114],GO:0020037
HBE1,hemoglobin subunit epsilon 1 [Source:NCBI gene;Acc:428114],GO:0046872
HBE1,hemoglobin subunit epsilon 1 [Source:NCBI gene;Acc:428114],GO:0015671
HBE1,hemoglobin subunit epsilon 1 [Source:NCBI gene;Acc:428114],GO:0019825
HBE1,hemoglobin subunit epsilon 1 [Source:NCBI gene;Acc:428114],GO:0005833
HBZ,hemoglobin subunit zeta [Source:NCBI gene;Acc:416650],GO:0019825
HBZ,hemoglobin subunit zeta [Source:NCBI gene;Acc:416650],GO:0043177
HBZ,hemoglobin subunit zeta [Source:NCBI gene;Acc:416650],GO:0000122
HBZ,hemoglobin subunit zeta [Source:NCBI gene;Acc:416650],GO:0004601
HBZ,hemoglobin subunit zeta [Source:NCBI gene;Acc:416650],GO:0042744
HBZ,hemoglobin subunit zeta [Source:NCBI gene;Acc:416650],GO:0098869
HBZ,hemoglobin subunit zeta [Source:NCBI gene;Acc:416650],GO:0031838
HBZ,hemoglobin subunit zeta [Source:NCBI gene;Acc:416650],GO:0005344
HBZ,hemoglobin subunit zeta [Source:NCBI gene;Acc:416650],GO:0046872
HBZ,hemoglobin subunit zeta [Source:NCBI gene;Acc:416650],GO:0005506
HBZ,hemoglobin subunit zeta [Source:NCBI gene;Acc:416650],GO:0031720
HBZ,hemoglobin subunit zeta [Source:NCBI gene;Acc:416650],GO:0043249
HBZ,hemoglobin subunit zeta [Source:NCBI gene;Acc:416650],GO:0015671
HBZ,hemoglobin subunit zeta [Source:NCBI gene;Acc:416650],GO:0020037
HBZ,hemoglobin subunit zeta [Source:NCBI gene;Acc:416650],GO:0005833
HELT,helt bHLH transcription factor [Source:NCBI gene;Acc:101750337],GO:0007417
HELT,helt bHLH transcription factor [Source:NCBI gene;Acc:101750337],GO:0046983
HELT,helt bHLH transcription factor [Source:NCBI gene;Acc:101750337],GO:0045944
HELT,helt bHLH transcription factor [Source:NCBI gene;Acc:101750337],GO:0010259
HELT,helt bHLH transcription factor [Source:NCBI gene;Acc:101750337],GO:0003677
HELT,helt bHLH transcription factor [Source:NCBI gene;Acc:101750337],GO:0006355
HELT,helt bHLH transcription factor [Source:NCBI gene;Acc:101750337],GO:0003700
HELT,helt bHLH transcription factor [Source:NCBI gene;Acc:101750337],GO:0005667
